"","sample","site","date","species","nReads","Hash","kingdom","phylum","class","order","family","genus","EarlyLifeMinerology","AdultMinerology","reliability.minerology","trophic_level_fv","group_fv","benthos"
"1415","LK_201706","LK","_201706","Phaeocystis antarctica",684,"32162e451e12cdf5cf3628007e99b0efa1ba946b","Haptophyceae","Haptophyceae","Haptophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis","Calcite","Calcite","genus","1","algae, brown","PLK"
"1416","LK_201706","LK","_201706","Phaeocystis globosa",13,"4dc52fdc04ae6b5ca0069b00c0ed9856e4cc23c0","Haptophyceae","Haptophyceae","Haptophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis","Calcite","Calcite","genus","1","algae, brown","PLK"
"1417","LK_201706","LK","_201706","Pinnularia sp. 5 CS-2011",1181,"dfd485908c0d0eb49412762a8c0312de3f787c44","Stramenopiles","Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA,NA,NA,"undetermined","undetermined","BEN"
"1418","LK_201706","LK","_201706","Polysiphonia hendryi",644,"ac0b62928cd9e48b5dd97908cc73b19a98c30370","Rhodophyta","Florideophyceae","Florideophyceae","Ceramiales","Rhodomelaceae","Polysiphonia","No mineralization","No mineralization","species","1","algae, red","PLK"
"1419","LK_201706","LK","_201706","Protoperidinium cf. depressum",154,"6f9482ea00677770c5b3ef877e71dea1da6e7a46","Dinoflagellates","Dinophyceae","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","No mineralization","Calcite","genus","3","flagellate","PLK"
"1420","LK_201706","LK","_201706","Pseudo-nitzschia delicatissima",4245,"d40b7574c01ee56d73eb6dc25f544a9b1e04c865","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"1421","LK_201706","LK","_201706","Pseudo-nitzschia hasleana",196,"4e584bddfd0f137937ad3cf9dcb09560936aa6e2","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"1422","LK_201706","LK","_201706","Pseudocalanus newmani",1957,"17585e5fc601ba25d02d211cce3435af5a395c4d","Metazoa","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Pseudocalanus","No mineralization","No mineralization","genus","3","copepod","PLK"
"1423","LK_201706","LK","_201706","Pterosiphonia bipinnata",13,"e9dd2e0184c92fac4728650509f30fe68e1eeae8","Rhodophyta","Florideophyceae","Florideophyceae","Ceramiales","Rhodomelaceae","Pterosiphonia","No mineralization","No mineralization","species","1","algae, red","PLK"
"1424","LK_201706","LK","_201706","Pyropia fallax",115,"8b840ebf9be71fa8c1742747bb135b1d419c2f24","Rhodophyta","Bangiophyceae","Bangiophyceae","Bangiales","Bangiaceae","Pyropia","No mineralization","No mineralization","species","1","algae, red","BEN"
"1425","LK_201706","LK","_201706","Ralfsioid sp. 4GWS",324,"5d7ba6167a8c08e5af2e1ded79a4a01cb3389d94","Stramenopiles","Phaeophyceae","Phaeophyceae","Ralfsiales","Ralfsiaceae",NA,"No mineralization","No mineralization","family","undetermined","undetermined","BEN"
"1426","LK_201706","LK","_201706","Rhizosolenia setigera",608,"00616a421c92928530cd4f6653722e00616d21e7","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"1427","LK_201706","LK","_201706","Scytosiphon lomentaria",3,"0997d59def2841b0fd7c7a08fcb688283517c799","Stramenopiles","Phaeophyceae","Phaeophyceae","Ectocarpales","Scytosiphonaceae","Scytosiphon","No mineralization","No mineralization","species","1","algae, brown","BEN"
"1428","LK_201706","LK","_201706","Skeletonema cf. pseudocostatum",158,"48238b65055a8a65e88dcab3a9c221a4a21c94fb","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","Skeletonema","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"1429","LK_201706","LK","_201706","Skeletonema dohrnii",28,"d21137b6a1acb9f0513ec20b4fb777f3188c446c","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","Skeletonema","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"1430","LK_201706","LK","_201706","Skeletonema japonicum",343,"0a6c39c31b47ebe9d9f2ba838244afc7f3617ffd","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","Skeletonema","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"1431","LK_201706","LK","_201706","Soranthera ulvoidea",82,"0c4c86876b1962866f38ca40250359cc2b84e5c4","Stramenopiles","Phaeophyceae","Phaeophyceae","Ectocarpales","Chordariaceae","Soranthera","No mineralization","No mineralization","species","1","algae, brown","BEN"
"1432","LK_201706","LK","_201706","Stephanopyxis turris",3,"1dd0877fe62a2372afb11c17e5ab2f19da812782","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Melosirales","Stephanopyxidaceae","Stephanopyxis","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"1433","LK_201706","LK","_201706","Striaria attenuata",3,"75cf03fdaf2c97327faec9c62437d99041ce89ef","Stramenopiles","Phaeophyceae","Phaeophyceae","Ectocarpales","Chordariaceae","Striaria","No mineralization","No mineralization","family","1","algae, brown","BEN"
"1434","LK_201706","LK","_201706","Strongylocentrotus droebachiensis",892,"45450ae32e7241c4f9ff1d77a183517eabc1c8dc","Metazoa","Echinodermata","Echinoidea","Echinoida","Strongylocentrotidae","Strongylocentrotus","Amorphous","High Mg Calcite, Amorphous","species","3","echinoderm","BEN"
"1435","LK_201706","LK","_201706","Thalassionema nitzschioides",160,"f2c557df3514fc8e0ed431a8826155df05706c32","Stramenopiles","Bacillariophyta","Fragilariophyceae","Thalassionemales","Thalassionemataceae","Thalassionema","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"1436","LK_201706","LK","_201706","Thalassiosira nordenskioeldii",3156,"0668d1d92655b0cf087703f51ea108e6eae86fd4","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"1437","LK_201706","LK","_201706","Thalassiosira pseudonana",6,"1f13f7394b884ffdf4d25c0595e24ac673000d2f","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"1438","LK_201706","LK","_201706","Thecamonas trahens",271,"a9069abd86779b20dfae6c077bb8d38728dcb26c","Apusozoa","Apusomonadidae",NA,NA,"Apusomonadidae","Thecamonas",NA,NA,NA,"3","flagellate","PLK"
"1439","LK_201706","LK","_201706","Triparma laevis",6,"74bd536a982117e99a75e40240e0e3b1b1f81a5c","Stramenopiles","Synurophyceae","Synurophyceae","Parmales","Triparmaceae","Triparma",NA,NA,NA,"undetermined","undetermined","PLK"
"1440","LK_201706","LK","_201706","Wildemania sp. 5POR",144,"483a5a52175215fc346c4d6118fbe0647e2283ef","Rhodophyta","Bangiophyceae","Bangiophyceae","Bangiales","Bangiaceae","Wildemania","No mineralization","No mineralization","genus","1","algae, red","BEN"
"1441","LK_201706","LK","_201706",NA,164396,"4f56fd49dd798ec5bb8045bb20e6ec4ae0892cf4","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"1442","LK_201707","LK","_201707","Acartia longiremis",21543,"7310dcc0eabb15f0cde907e72f2aafb52096d131","Metazoa","Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","No mineralization","No mineralization","species","3","copepod","PLK"
"1443","LK_201707","LK","_201707","Aequorea sp. MW-2012",36,"d4c58ed2321d851506d134e774c177f96b037520","Metazoa","Cnidaria","Hydrozoa","Leptothecata","Aequoreidae","Aequorea","No mineralization","No mineralization","genus","undetermined","undetermined","PLK"
"1444","LK_201707","LK","_201707","Asterionellopsis tropicalis",8,"b9d0ea5aedd20587ed0915a9d0db054403e12ee6","Stramenopiles","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","algae, brown","PLK"
"1445","LK_201707","LK","_201707","Attheya longicornis",122,"223a220178734017a25d5932cf30f478aae29b05","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Attheyaceae","Attheya",NA,NA,NA,"1","diatom","PLK"
"1446","LK_201707","LK","_201707","Aurelia labiata",207,"93c5f99035437b05677ed16d83bdbaf5a0dbd2a5","Metazoa","Cnidaria","Scyphozoa","Semaeostomeae","Ulmaridae","Aurelia","Non-CaCO3 mineral","Non-CaCO3 mineral","species","3","jelly, jellyfish","Both"
"1447","LK_201707","LK","_201707","Balanus glandula",20,"d30be4a635410b831c6a2ae3cbc25edb302bd741","Metazoa","Arthropoda","Hexanauplia","Sessilia","Balanidae","Balanus","High Mg Calcite","High Mg Calcite","species","3","crustacean","BEN"
"1448","LK_201707","LK","_201707","Bathycoccus prasinos",278,"11a112ced1c85e620f6d97d82281a1bb58614e67","Viridiplantae","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus",NA,NA,NA,"1","algae","PLK"
"1449","LK_201707","LK","_201707","Bossiella frondescens",111,"f5d446ee8f6310e92172a7d39ff69ce36bbfee4a","Rhodophyta","Florideophyceae","Florideophyceae","Corallinales","Corallinaceae","Bossiella","No mineralization","High Mg Calcite","genus","3","algae, red","BEN"
"1450","LK_201707","LK","_201707","Brachionidae sp. SHYT150702c",69,"79e78e854461486b0050046871a285bfe0201e67","Metazoa","Rotifera","Monogononta","Ploima","Brachionidae",NA,NA,NA,NA,"3","rotifer","BEN"
"1451","LK_201707","LK","_201707","Calanus pacificus",488,"ebaccffde6849cb6c317f6d2e476b5e202c7fadf","Metazoa","Arthropoda","Hexanauplia","Calanoida","Calanidae","Calanus","No mineralization","No mineralization","species","3","copepod","PLK"
"1452","LK_201707","LK","_201707","Calliarthron tuberculosum",203,"ea0cc4e8880f33b8fd0bf9ffd8430d876ed0c224","Rhodophyta","Florideophyceae","Florideophyceae","Corallinales","Corallinaceae","Calliarthron","No mineralization","High Mg Calcite","species","3","algae, red","BEN"
"1453","LK_201707","LK","_201707","Chaetoceros socialis",667,"cc31829956f99898e6346ea28c395954ce5c56a9","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"1454","LK_201707","LK","_201707","Chaetoceros sp. MBTD-CMFRI-S062",2,"b25da10caa7a59ab3852397e0225b2d6b06baf06","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"1455","LK_201707","LK","_201707","Chattonella subsalsa",563,"135564e9c33f7abcb19bbdbfc571af0ea2c77f82","Stramenopiles","Raphidophyceae","Raphidophyceae","Chattonellales","Chattonellaceae","Chattonella","No mineralization","No mineralization","family","1","algae","PLK"
"1456","LK_201707","LK","_201707","Chordariaceae sp. 7 AP-2014",14,"0d853eb8a50289d28bf7d1e8026c5ab32a95560c","Stramenopiles","Phaeophyceae","Phaeophyceae","Ectocarpales","Chordariaceae",NA,"No mineralization","No mineralization","family","1","algae, brown","BEN"
"1457","LK_201707","LK","_201707","Chrysochromulina sp. CCMP291",4,"34ddd674c8eaad471c3a99957d45c67bdb91d2a8","Haptophyceae","Haptophyceae","Haptophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina",NA,NA,NA,"1","algae","PLK"
"1458","LK_201707","LK","_201707","Chthamalus dalli",53,"c8b11f6f6ea91f5e8d6982c7e6ecddb643d93f2f","Metazoa","Arthropoda","Hexanauplia","Sessilia","Chthamalidae","Chthamalus","High Mg Calcite","High Mg Calcite","species","undetermined","undetermined","BEN"
"1459","LK_201707","LK","_201707","Cliona chilensis",7,"8647a587597a7af76d37057ad104d6aace8702dd","Metazoa","Porifera","Demospongiae","Clionaida","Clionaidae","Cliona","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","3","sponge","BEN"
"1460","LK_201707","LK","_201707","Clytia gracilis",268,"04daae6aa6d49035d987605bdbf51576784e7d1c","Metazoa","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Clytia","No mineralization","No mineralization","genus","3","hydrozoan","Both"
"1461","LK_201707","LK","_201707","Corallina vancouveriensis",52,"43753f4ea280874a1df46682d8919b98ea0b7dfb","Rhodophyta","Florideophyceae","Florideophyceae","Corallinales","Corallinaceae","Corallina","No mineralization","High Mg Calcite","species","3","algae, red","BEN"
"1462","LK_201707","LK","_201707","Coscinodiscus wailesii",18686,"87d36b743aa038ef851a63d5a6c337fadcdc8b8f","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"1463","LK_201707","LK","_201707","Cylindrotheca closterium",1290,"c5cbf370a4a5071e8fcff0863048524a4f0c1698","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Cylindrotheca","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","BEN"
"1464","LK_201707","LK","_201707","Cystoseira geminata",75,"1d2ff288402489b5ced41d788ce606072affd770","Stramenopiles","Phaeophyceae","Phaeophyceae","Fucales","Sargassaceae","Cystoseira","No mineralization","No mineralization","species","1","algae, brown","BEN"
"1465","LK_201707","LK","_201707","Dictyocha speculum",471,"a0a06ae521f5443dc1addd27a59dd47cdc0c6a61","Stramenopiles","Dictyochophyceae","Dictyochophyceae","Dictyochales",NA,"Dictyocha","No mineralization","No mineralization","species","undetermined","flagellate","PLK"
"1466","LK_201707","LK","_201707","Ditylum brightwellii",268,"a318b5b4b76abc8a009bff4063cc65f94f68f7b6","Stramenopiles","Bacillariophyta","Mediophyceae","Lithodesmiales","Lithodesmiaceae","Ditylum","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","algae","PLK"
"1467","LK_201707","LK","_201707","Dodecaceria sp. CMC01",58,"b3d6bdb1b90236c17bbf72dc8cda864e031ee959","Metazoa","Annelida","Polychaeta","Spionida","Cirratulidae","Dodecaceria","No mineralization","Aragonite","genus","3, worm","polychaete","BEN"
"1468","LK_201707","LK","_201707","Emiliania huxleyi",4,"8a1c9da427aa6f155aaa44acd2708f79db93e1d1","Haptophyceae","Haptophyceae","Haptophyceae","Isochrysidales","Noelaerhabdaceae","Emiliania",NA,NA,NA,"1","coccolithophore","PLK"
"1469","LK_201707","LK","_201707","Eucampia zodiacus",6,"0e7017ec97772687a238df6c987629206c6f698c","Stramenopiles","Bacillariophyta","Mediophyceae","Hemiaulales","Hemiaulaceae","Eucampia","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"1470","LK_201707","LK","_201707","Eunice valens",1487,"984c43b2fbaf89effac01093a4f20c9d4bfbbb39","Metazoa","Annelida","Polychaeta","Eunicida","Eunicidae","Eunice","No mineralization","No mineralization","genus","undetermined","polychaete","BEN"
"1471","LK_201707","LK","_201707","Glycera sp. CMC03",7,"6ceb9fdc89d836080cd49030124695057a315af9","Metazoa","Annelida","Polychaeta","Phyllodocida","Glyceridae","Glycera","No mineralization","No mineralization","genus","3, worm","polychaete","BEN"
"1472","LK_201707","LK","_201707","Grammonema striatula",609,"e76c4d005a5220e71b2798ac024032cd984d4af0","Stramenopiles","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Grammonema","Non-CaCO3 mineral","Non-CaCO3 mineral","family","1","algae, brown","PLK"
"1473","LK_201707","LK","_201707","Halichondria panicea",370,"4def461d945d6bb4ff62af8f4328ca7a6fd6209e","Metazoa","Porifera","Demospongiae","Suberitida","Halichondriidae","Halichondria","Non-CaCO3 mineral","Non-CaCO3 mineral","species","3","sponge","BEN"
"1474","LK_201707","LK","_201707","Halidrys siliquosa",19,"681d3b441ca014e31c3d7969611dd27e7a9ed2ce","Stramenopiles","Phaeophyceae","Phaeophyceae","Fucales","Sargassaceae","Halidrys","No mineralization","No mineralization","family","1","algae, brown","BEN"
"1475","LK_201707","LK","_201707","Hecatonema maculans",2096,"c5adbaff3f9308fb80a94631ffa77d94fa44665f","Stramenopiles","Phaeophyceae","Phaeophyceae","Ectocarpales","Chordariaceae","Hecatonema","No mineralization","No mineralization","genus","1","algae, brown","BEN"
"1476","LK_201707","LK","_201707","Hematodinium sp.",53,"19ff76dc44fc872abc86ab446e637b082ede9e30","Dinoflagellates","Dinophyceae","Dinophyceae","Syndiniales","Syndiniaceae","Hematodinium",NA,NA,NA,"3, parasitic","flagellate","BEN"
"1477","LK_201707","LK","_201707","Heterocapsa rotundata",156,"2f5723a58d69dbcde6737abcbcb6e2a3d0455382","Dinoflagellates","Dinophyceae","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa","No mineralization","Calcite","genus","2","flagellate","PLK"
"1478","LK_201707","LK","_201707","Hincksia hincksiae",74,"8a17c79fb1ddb2dac42e79d554c750133cfe1d6f","Stramenopiles","Phaeophyceae","Phaeophyceae","Ectocarpales","Acinetosporaceae","Hincksia","No mineralization","No mineralization","genus","undetermined","undetermined","BEN"
"1479","LK_201707","LK","_201707","Lacuna vincta",7661,"540613c992da9617e8184aba453a174bd479ac8a","Metazoa","Mollusca","Gastropoda","Littorinimorpha","Lacunidae","Lacuna","Amorphous, Aragonite","Aragonite","species","undetermined","undetermined","BEN"
"1480","LK_201707","LK","_201707","Laminariocolax aecidioides",63,"87ec3348af10b5a1c0ee901ba18700fd01a084ff","Stramenopiles","Phaeophyceae","Phaeophyceae","Ectocarpales","Chordariaceae","Laminariocolax","No mineralization","No mineralization","species","1","algae, brown","BEN"
"1481","LK_201707","LK","_201707","Leathesia marina",16,"6da8e4419e0e8a11995977144108fd3f93f5fe55","Stramenopiles","Phaeophyceae","Phaeophyceae","Ectocarpales","Chordariaceae","Leathesia","No mineralization","No mineralization","species","1","algae, brown","BEN"
"1482","LK_201707","LK","_201707","Membranipora membranacea",3563,"3cd7ffe0e7e2ebb06b146418a6ca394477c6454f","Metazoa","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Aragonite, Calcite","Aragonite, Calcite","species","3","bryozoan","BEN"
"1483","LK_201707","LK","_201707","Microcladia coulteri",113,"0978d080bb77b02c98a52779fbecaa639f7c255f","Rhodophyta","Florideophyceae","Florideophyceae","Ceramiales","Ceramiaceae","Microcladia","No mineralization","No mineralization","species","undetermined","undetermined","BEN"
"1484","LK_201707","LK","_201707","Micromonas pusilla",2710,"52ac6f8082f0cfa8b07863f388b5c15ef1ccb145","Viridiplantae","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas",NA,NA,NA,"1","algae, green","PLK"
"1485","LK_201707","LK","_201707","Microspongium alariae",37,"f0177b12f93b06178b1911f6b1d779de2e5211d8","Stramenopiles","Phaeophyceae","Phaeophyceae","Ectocarpales","Chordariaceae","Microspongium","No mineralization","No mineralization","family","1","algae, brown","BEN"
"1486","LK_201707","LK","_201707","Minutocellus polymorphus",2032,"5ae1341da7ed3b29f88201563c85b12b0112a65a","Stramenopiles","Bacillariophyta","Mediophyceae","Cymatosirales","Cymatosiraceae","Minutocellus",NA,NA,NA,"1","diatom","PLK"
"1487","LK_201707","LK","_201707","Mytilus trossulus",70,"907f9401b8dd993b5766aa749ef5d8ac524f404a","Metazoa","Mollusca","Bivalvia","Mytiloida","Mytilidae","Mytilus","Amorphous, Aragonite","Aragonite, Calcite","species","3","bivalve, mussels","BEN"
"1488","LK_201707","LK","_201707","Navicula cryptocephala",4,"1c22ea8f147aef723fdd44b69e0ec480603a3073","Stramenopiles","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"1489","LK_201707","LK","_201707","Navicula glaciei",143,"db65972544a4360df1927aefbcf492d6ef1a0cf3","Stramenopiles","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"1490","LK_201707","LK","_201707","Navicula sp. BOLD:AAO6950",6,"0b957310e0558e49601366437d9e915e7b3722c1","Stramenopiles","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"1491","LK_201707","LK","_201707","Navicula sp. BOLD:AAO6951",6,"a76c83ec3911e7aacf44afa67bba432971c91426","Stramenopiles","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"1492","LK_201707","LK","_201707","Neorhodomela oregona",30,"ec572e64d103ee04ff859035188660969d7ed544","Rhodophyta","Florideophyceae","Florideophyceae","Ceramiales","Rhodomelaceae","Neorhodomela","No mineralization","No mineralization","species","1","algae, red","PLK"
"1493","LK_201707","LK","_201707","Nereocystis luetkeana",2746,"47c7ddbe04be4633c912c4f90d3c34136e0bb992","Stramenopiles","Phaeophyceae","Phaeophyceae","Laminariales","Laminariaceae","Nereocystis","No mineralization","No mineralization","species","1","algae, brown","BEN"
"1494","LK_201707","LK","_201707","Nitzschia cf. promare",238,"c3ffab46c47658c5f11f129344c416384dfffb68","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"1495","LK_201707","LK","_201707","Odonthalia floccosa",24,"cc0a94bf8c7fe1b4274b2d44adec6891e8451b38","Rhodophyta","Florideophyceae","Florideophyceae","Ceramiales","Rhodomelaceae","Odonthalia","No mineralization","No mineralization","species","1","algae, red","PLK"
