"","sample","site","date","species","nReads","Hash","kingdom","phylum","class","order","family","genus","EarlyLifeMinerology","AdultMinerology","reliability.minerology","trophic_level_fv","group_fv","benthos"
"3548","SA_201801","SA","_201801","Skeletonema japonicum",20,"0a6c39c31b47ebe9d9f2ba838244afc7f3617ffd","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","Skeletonema","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"3549","SA_201801","SA","_201801","Stelligera rigida",120,"a68ca700b401e06e23bdde27d4756019a1e3a0eb","Metazoa","Porifera","Demospongiae","Tethyida","Hemiasterellidae","Stelligera",NA,NA,NA,"3","sponge","BEN"
"3550","SA_201801","SA","_201801","Thalassionema nitzschioides",274,"f2c557df3514fc8e0ed431a8826155df05706c32","Stramenopiles","Bacillariophyta","Fragilariophyceae","Thalassionemales","Thalassionemataceae","Thalassionema","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"3551","SA_201801","SA","_201801","Thalassiosira nordenskioeldii",785,"0668d1d92655b0cf087703f51ea108e6eae86fd4","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"3552","SA_201801","SA","_201801","Thalassiosira punctigera",17,"6667a9090bbbf900fc104f144a3f52c731a6e20a","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"3553","SA_201801","SA","_201801","Triparma laevis",1304,"74bd536a982117e99a75e40240e0e3b1b1f81a5c","Stramenopiles","Synurophyceae","Synurophyceae","Parmales","Triparmaceae","Triparma",NA,NA,NA,"undetermined","undetermined","PLK"
"3554","SA_201801","SA","_201801","Wildemania sp. 5POR",12,"483a5a52175215fc346c4d6118fbe0647e2283ef","Rhodophyta","Bangiophyceae","Bangiophyceae","Bangiales","Bangiaceae","Wildemania","No mineralization","No mineralization","genus","1","algae, red","BEN"
"3555","SA_201801","SA","_201801",NA,99001,"4f56fd49dd798ec5bb8045bb20e6ec4ae0892cf4","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"3556","SA_201803","SA","_201803","Asterionellopsis guyunusae",43,"681db8fc0e0e02a2c767b281db0cdf03d451dec6","Stramenopiles","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","algae, brown","PLK"
"3557","SA_201803","SA","_201803","Attheya longicornis",1435,"223a220178734017a25d5932cf30f478aae29b05","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Attheyaceae","Attheya",NA,NA,NA,"1","diatom","PLK"
"3558","SA_201803","SA","_201803","Balanus balanus",8,"6bbff57ab7b2a988e677591358a40af06d7413d0","Metazoa","Arthropoda","Hexanauplia","Sessilia","Balanidae","Balanus","High Mg Calcite","High Mg Calcite","genus","3","crustacean","BEN"
"3559","SA_201803","SA","_201803","Balanus glandula",2941,"d30be4a635410b831c6a2ae3cbc25edb302bd741","Metazoa","Arthropoda","Hexanauplia","Sessilia","Balanidae","Balanus","High Mg Calcite","High Mg Calcite","species","3","crustacean","BEN"
"3560","SA_201803","SA","_201803","Bathycoccus prasinos",308,"11a112ced1c85e620f6d97d82281a1bb58614e67","Viridiplantae","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus",NA,NA,NA,"1","algae","PLK"
"3561","SA_201803","SA","_201803","Calanus pacificus",174,"ebaccffde6849cb6c317f6d2e476b5e202c7fadf","Metazoa","Arthropoda","Hexanauplia","Calanoida","Calanidae","Calanus","No mineralization","No mineralization","species","3","copepod","PLK"
"3562","SA_201803","SA","_201803","Centropages abdominalis",12677,"b264612d43af5a13d95043e41b1ea19da2844fb9","Metazoa","Arthropoda","Hexanauplia","Calanoida","Centropagidae","Centropages","No mineralization","No mineralization","species","3","copepod","PLK"
"3563","SA_201803","SA","_201803","Chaetoceros socialis",473,"cc31829956f99898e6346ea28c395954ce5c56a9","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"3564","SA_201803","SA","_201803","Chaetoceros sp. MBTD-CMFRI-S062",23,"b25da10caa7a59ab3852397e0225b2d6b06baf06","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"3565","SA_201803","SA","_201803","Chattonella subsalsa",548,"135564e9c33f7abcb19bbdbfc571af0ea2c77f82","Stramenopiles","Raphidophyceae","Raphidophyceae","Chattonellales","Chattonellaceae","Chattonella","No mineralization","No mineralization","family","1","algae","PLK"
"3566","SA_201803","SA","_201803","Chthamalus dalli",333,"c8b11f6f6ea91f5e8d6982c7e6ecddb643d93f2f","Metazoa","Arthropoda","Hexanauplia","Sessilia","Chthamalidae","Chthamalus","High Mg Calcite","High Mg Calcite","species","undetermined","undetermined","BEN"
"3567","SA_201803","SA","_201803","Coscinodiscus wailesii",5,"87d36b743aa038ef851a63d5a6c337fadcdc8b8f","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"3568","SA_201803","SA","_201803","Cylindrotheca closterium",154,"c5cbf370a4a5071e8fcff0863048524a4f0c1698","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Cylindrotheca","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","BEN"
"3569","SA_201803","SA","_201803","Cylindrotheca fusiformis",51,"91e81219e104ba7c6eb207c560e1929b89d63fcb","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Cylindrotheca","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","BEN"
"3570","SA_201803","SA","_201803","Dictyocha speculum",16,"a0a06ae521f5443dc1addd27a59dd47cdc0c6a61","Stramenopiles","Dictyochophyceae","Dictyochophyceae","Dictyochales",NA,"Dictyocha","No mineralization","No mineralization","species","undetermined","flagellate","PLK"
"3571","SA_201803","SA","_201803","Ditylum brightwellii",2379,"a318b5b4b76abc8a009bff4063cc65f94f68f7b6","Stramenopiles","Bacillariophyta","Mediophyceae","Lithodesmiales","Lithodesmiaceae","Ditylum","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","algae","PLK"
"3572","SA_201803","SA","_201803","Gomphonema clevei",10,"9422e03ead34645fb79123aae2e8d505a71fc1a2","Stramenopiles","Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema",NA,NA,NA,"1","algae","BEN"
"3573","SA_201803","SA","_201803","Littorina plena",83,"00f25d32858be50d99247bde867a6765d8268c89","Metazoa","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Littorina","Amorphous, Aragonite, Calcite","Aragonite, Calcite","genus","undetermined","undetermined","BEN"
"3574","SA_201803","SA","_201803","Mazzaella splendens",89,"3b11e92c14ed44d964d5ef6d57a10811967ff690","Rhodophyta","Florideophyceae","Florideophyceae","Gigartinales","Gigartinaceae","Mazzaella","No mineralization","No mineralization","species","undetermined","undetermined","BEN"
"3575","SA_201803","SA","_201803","Membranipora membranacea",11,"3cd7ffe0e7e2ebb06b146418a6ca394477c6454f","Metazoa","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Aragonite, Calcite","Aragonite, Calcite","species","3","bryozoan","BEN"
"3576","SA_201803","SA","_201803","Micromonas pusilla",53,"52ac6f8082f0cfa8b07863f388b5c15ef1ccb145","Viridiplantae","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas",NA,NA,NA,"1","algae, green","PLK"
"3577","SA_201803","SA","_201803","Nanomia cara",2,"0c4f598f0c798dc684f06db3f86e0968f8a3c7d5","Metazoa","Cnidaria","Hydrozoa","Siphonophorae","Agalmatidae","Nanomia",NA,NA,NA,"3","siphonophore","PLK"
"3578","SA_201803","SA","_201803","Navicula cryptocephala",154,"1c22ea8f147aef723fdd44b69e0ec480603a3073","Stramenopiles","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"3579","SA_201803","SA","_201803","Navicula ramosissima",36,"c9ea56e8f469d0252c2a3944c7f9990ba143a838","Stramenopiles","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"3580","SA_201803","SA","_201803","Navicula sp. BOLD:AAO6951",12,"a76c83ec3911e7aacf44afa67bba432971c91426","Stramenopiles","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"3581","SA_201803","SA","_201803","Nereocystis luetkeana",333,"47c7ddbe04be4633c912c4f90d3c34136e0bb992","Stramenopiles","Phaeophyceae","Phaeophyceae","Laminariales","Laminariaceae","Nereocystis","No mineralization","No mineralization","species","1","algae, brown","BEN"
"3582","SA_201803","SA","_201803","Nitzschia cf. promare",1548,"c3ffab46c47658c5f11f129344c416384dfffb68","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"3583","SA_201803","SA","_201803","Oligocottus maculosus",478,"f4ec0e657df713db53c9d4540043e5ab8bee3849","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Oligocottus","Vertebrate","Vertebrate","species","undetermined","undetermined","BEN"
"3584","SA_201803","SA","_201803","Paramoeba pemaquidensis",3,"ccca0c1d6b4226ba295f6789b7b7fedbb85f4e74","Amoebozoa","Discosea",NA,NA,"Paramoebidae","Paramoeba",NA,NA,NA,"3","amoebozoa","BEN"
"3585","SA_201803","SA","_201803","Phaeocystis antarctica",1485,"32162e451e12cdf5cf3628007e99b0efa1ba946b","Haptophyceae","Haptophyceae","Haptophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis","Calcite","Calcite","genus","1","algae, brown","PLK"
"3586","SA_201803","SA","_201803","Plagiogramma sp. IAL-2014a",48,"dfeecc9760adb70dd8a415b8870ea4142455ae61","Stramenopiles","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae","Plagiogramma",NA,NA,NA,"undetermined","undetermined","BEN"
"3587","SA_201803","SA","_201803","Poteriospumella lacustris",13,"b57949f2759ef72fe986ab28e641f624ddef6661","Stramenopiles","Chrysophyceae","Chrysophyceae","Chromulinales","Dinobryaceae","Poteriospumella",NA,NA,NA,"1","algae","PLK"
"3588","SA_201803","SA","_201803","Pseudo-nitzschia delicatissima",122,"d40b7574c01ee56d73eb6dc25f544a9b1e04c865","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"3589","SA_201803","SA","_201803","Pseudo-nitzschia hasleana",75,"4e584bddfd0f137937ad3cf9dcb09560936aa6e2","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"3590","SA_201803","SA","_201803","Pseudocalanus newmani",735,"17585e5fc601ba25d02d211cce3435af5a395c4d","Metazoa","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Pseudocalanus","No mineralization","No mineralization","genus","3","copepod","PLK"
"3591","SA_201803","SA","_201803","Pseudochattonella farcimen",5,"af55f83e8bc1dae6fd7e3d9c3ce94c1930c87b98","Stramenopiles","Dictyochophyceae","Dictyochophyceae","Florenciellales",NA,"Pseudochattonella",NA,NA,NA,"undetermined","flagellate","PLK"
"3592","SA_201803","SA","_201803","Pyramimonas parkeae",10,"97ea6dad04c3a91e3f4296d44df07eb62a92b632","Viridiplantae","Chlorophyta",NA,"Pyramimonadales",NA,"Pyramimonas","No mineralization","No mineralization","species","undetermined","undetermined","PLK"
"3593","SA_201803","SA","_201803","Rhizosolenia setigera",233,"00616a421c92928530cd4f6653722e00616d21e7","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"3594","SA_201803","SA","_201803","Skeletonema dohrnii",31,"d21137b6a1acb9f0513ec20b4fb777f3188c446c","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","Skeletonema","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"3595","SA_201803","SA","_201803","Skeletonema japonicum",23846,"0a6c39c31b47ebe9d9f2ba838244afc7f3617ffd","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","Skeletonema","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"3596","SA_201803","SA","_201803","Stelligera rigida",236,"a68ca700b401e06e23bdde27d4756019a1e3a0eb","Metazoa","Porifera","Demospongiae","Tethyida","Hemiasterellidae","Stelligera",NA,NA,NA,"3","sponge","BEN"
"3597","SA_201803","SA","_201803","Synchaeta pectinata",28,"06c382facc93cfae960231f361f1b6eff3569d14","Metazoa","Rotifera","Monogononta","Ploima","Synchaetidae","Synchaeta",NA,NA,NA,"3","rotifer","BEN"
"3598","SA_201803","SA","_201803","Thalassionema nitzschioides",741,"f2c557df3514fc8e0ed431a8826155df05706c32","Stramenopiles","Bacillariophyta","Fragilariophyceae","Thalassionemales","Thalassionemataceae","Thalassionema","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"3599","SA_201803","SA","_201803","Thalassiosira nordenskioeldii",3466,"0668d1d92655b0cf087703f51ea108e6eae86fd4","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"3600","SA_201803","SA","_201803","Thysanoessa raschii",8760,"54dda2ea40a2d90274b69eedb61e89639914ad70","Metazoa","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa","High Mg Calcite, Amorphous","High Mg Calcite, Amorphous","species","3","krill","PLK"
"3601","SA_201803","SA","_201803",NA,311985,"4f56fd49dd798ec5bb8045bb20e6ec4ae0892cf4","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"3602","SA_201805","SA","_201805","Acartia longiremis",374,"7310dcc0eabb15f0cde907e72f2aafb52096d131","Metazoa","Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","No mineralization","No mineralization","species","3","copepod","PLK"
"3603","SA_201805","SA","_201805","Aequorea sp. MW-2012",31,"d4c58ed2321d851506d134e774c177f96b037520","Metazoa","Cnidaria","Hydrozoa","Leptothecata","Aequoreidae","Aequorea","No mineralization","No mineralization","genus","undetermined","undetermined","PLK"
"3604","SA_201805","SA","_201805","Alitta sp. CMC01",352,"b00efb51716eb4c2fb5a5fadfd90ca92e60a20bc","Metazoa","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","No mineralization","No mineralization","family","3, worm","polychaete","BEN"
"3605","SA_201805","SA","_201805","Asterionellopsis glacialis",8,"8cdc86e1938f88ff8379a39f9da5e8a403259c2f","Stramenopiles","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","algae, brown","PLK"
"3606","SA_201805","SA","_201805","Attheya longicornis",87,"223a220178734017a25d5932cf30f478aae29b05","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Attheyaceae","Attheya",NA,NA,NA,"1","diatom","PLK"
"3607","SA_201805","SA","_201805","Balanus balanus",257,"6bbff57ab7b2a988e677591358a40af06d7413d0","Metazoa","Arthropoda","Hexanauplia","Sessilia","Balanidae","Balanus","High Mg Calcite","High Mg Calcite","genus","3","crustacean","BEN"
"3608","SA_201805","SA","_201805","Balanus glandula",11896,"d30be4a635410b831c6a2ae3cbc25edb302bd741","Metazoa","Arthropoda","Hexanauplia","Sessilia","Balanidae","Balanus","High Mg Calcite","High Mg Calcite","species","3","crustacean","BEN"
"3609","SA_201805","SA","_201805","Calanus pacificus",485,"ebaccffde6849cb6c317f6d2e476b5e202c7fadf","Metazoa","Arthropoda","Hexanauplia","Calanoida","Calanidae","Calanus","No mineralization","No mineralization","species","3","copepod","PLK"
"3610","SA_201805","SA","_201805","Caulacanthus ustulatus",9,"fcd05564ba6afffcf9f8dece434f4c9f55425ed7","Rhodophyta","Florideophyceae","Florideophyceae","Gigartinales","Caulacanthaceae","Caulacanthus","No mineralization","No mineralization","species","undetermined","undetermined","BEN"
"3611","SA_201805","SA","_201805","Centropages abdominalis",8573,"b264612d43af5a13d95043e41b1ea19da2844fb9","Metazoa","Arthropoda","Hexanauplia","Calanoida","Centropagidae","Centropages","No mineralization","No mineralization","species","3","copepod","PLK"
"3612","SA_201805","SA","_201805","Chaetoceros socialis",845,"cc31829956f99898e6346ea28c395954ce5c56a9","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"3613","SA_201805","SA","_201805","Chattonella subsalsa",1085,"135564e9c33f7abcb19bbdbfc571af0ea2c77f82","Stramenopiles","Raphidophyceae","Raphidophyceae","Chattonellales","Chattonellaceae","Chattonella","No mineralization","No mineralization","family","1","algae","PLK"
"3614","SA_201805","SA","_201805","Chondracanthus exasperatus",9,"0d69e93482c776c5619300f4d157be03c4c4051f","Rhodophyta","Florideophyceae","Florideophyceae","Gigartinales","Gigartinaceae","Chondracanthus","No mineralization","No mineralization","species","undetermined","undetermined","BEN"
"3615","SA_201805","SA","_201805","Chordariaceae sp. 7 AP-2014",60,"0d853eb8a50289d28bf7d1e8026c5ab32a95560c","Stramenopiles","Phaeophyceae","Phaeophyceae","Ectocarpales","Chordariaceae",NA,"No mineralization","No mineralization","family","1","algae, brown","BEN"
"3616","SA_201805","SA","_201805","Chrysaora melanaster",32,"06400fe697d75160ec54a3513115a9a143472b7d","Metazoa","Cnidaria","Scyphozoa","Semaeostomeae","Pelagiidae","Chrysaora","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","3","jelly, jellyfish","PLK"
"3617","SA_201805","SA","_201805","Chrysochromulina sp. CCMP291",28,"34ddd674c8eaad471c3a99957d45c67bdb91d2a8","Haptophyceae","Haptophyceae","Haptophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina",NA,NA,NA,"1","algae","PLK"
"3618","SA_201805","SA","_201805","Chthamalus dalli",332,"c8b11f6f6ea91f5e8d6982c7e6ecddb643d93f2f","Metazoa","Arthropoda","Hexanauplia","Sessilia","Chthamalidae","Chthamalus","High Mg Calcite","High Mg Calcite","species","undetermined","undetermined","BEN"
"3619","SA_201805","SA","_201805","Coscinodiscus wailesii",2982,"87d36b743aa038ef851a63d5a6c337fadcdc8b8f","Stramenopiles","Bacillariophyta","Coscinodiscophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","PLK"
"3620","SA_201805","SA","_201805","Cylindrotheca closterium",185,"c5cbf370a4a5071e8fcff0863048524a4f0c1698","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Cylindrotheca","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","diatom","BEN"
"3621","SA_201805","SA","_201805","Cylindrotheca fusiformis",60,"91e81219e104ba7c6eb207c560e1929b89d63fcb","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Cylindrotheca","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","BEN"
"3622","SA_201805","SA","_201805","Dendraster excentricus",99,"fafd5f8e7953c382da2df53eb7c7006d2e0b7677","Metazoa","Echinodermata","Echinoidea","Clypeasteroida","Dendrasteridae","Dendraster","Amorphous","High Mg Calcite, Amorphous","species","3","echinoderm","BEN"
"3623","SA_201805","SA","_201805","Dictyocha speculum",5526,"a0a06ae521f5443dc1addd27a59dd47cdc0c6a61","Stramenopiles","Dictyochophyceae","Dictyochophyceae","Dictyochales",NA,"Dictyocha","No mineralization","No mineralization","species","undetermined","flagellate","PLK"
"3624","SA_201805","SA","_201805","Ditylum brightwellii",47,"a318b5b4b76abc8a009bff4063cc65f94f68f7b6","Stramenopiles","Bacillariophyta","Mediophyceae","Lithodesmiales","Lithodesmiaceae","Ditylum","Non-CaCO3 mineral","Non-CaCO3 mineral","species","1","algae","PLK"
"3625","SA_201805","SA","_201805","Dolichomastix tenuilepis",4,"7e2ce688a7fe30fe17aa58b5e4b684f665b360d8","Viridiplantae","Chlorophyta","Mamiellophyceae","Dolichomastigales","Dolichomastigaceae","Dolichomastix",NA,NA,NA,"1","algae, green","PLK"
"3626","SA_201805","SA","_201805","Emplectonema sp. 1 TCH-2015",22,"55c45ddb9d8b4f3e61cba3891110aa1a0fc4f2c0","Metazoa","Nemertea","Enopla","Monostilifera","Emplectonematidae","Emplectonema","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","undetermined","undetermined","BEN"
"3627","SA_201805","SA","_201805","Gracilaria vermiculophylla",66,"a89a09379d8d22efdefd9f06f1c4f04c80da5c65","Rhodophyta","Florideophyceae","Florideophyceae","Gracilariales","Gracilariaceae","Gracilaria","No mineralization","No mineralization","species","1","algae, red","BEN"
"3628","SA_201805","SA","_201805","Halichondria panicea",11,"4def461d945d6bb4ff62af8f4328ca7a6fd6209e","Metazoa","Porifera","Demospongiae","Suberitida","Halichondriidae","Halichondria","Non-CaCO3 mineral","Non-CaCO3 mineral","species","3","sponge","BEN"
"3629","SA_201805","SA","_201805","Harpacticoida sp. DNZ085",6,"586b5ccb86e1266dc4fbddeda2488b846b14c3b8","Metazoa","Arthropoda","Hexanauplia","Harpacticoida",NA,NA,NA,NA,NA,NA,"copepod","PLK"
"3630","SA_201805","SA","_201805","Hemigrapsus oregonensis",14,"386626cd28e28a27952721d6c0eaa2ffc5cb88ae","Metazoa","Arthropoda","Malacostraca","Decapoda","Varunidae","Hemigrapsus","High Mg Calcite, Amorphous","High Mg Calcite, Amorphous","species","3","crab","BEN"
"3631","SA_201805","SA","_201805","Lacuna vincta",15,"540613c992da9617e8184aba453a174bd479ac8a","Metazoa","Mollusca","Gastropoda","Littorinimorpha","Lacunidae","Lacuna","Amorphous, Aragonite","Aragonite","species","undetermined","undetermined","BEN"
"3632","SA_201805","SA","_201805","Leuckartiara octona",138,"c0348e94b9f17b3ff8222aa29cef72374697b2f4","Metazoa","Cnidaria","Hydrozoa","Anthoathecata","Pandeidae","Leuckartiara","No mineralization","No mineralization","species","3","hydrozoan","Both"
"3633","SA_201805","SA","_201805","Littorina plena",362,"00f25d32858be50d99247bde867a6765d8268c89","Metazoa","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Littorina","Amorphous, Aragonite, Calcite","Aragonite, Calcite","genus","undetermined","undetermined","BEN"
"3634","SA_201805","SA","_201805","Membranipora membranacea",198,"3cd7ffe0e7e2ebb06b146418a6ca394477c6454f","Metazoa","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Aragonite, Calcite","Aragonite, Calcite","species","3","bryozoan","BEN"
"3635","SA_201805","SA","_201805","Metridia pacifica",1753,"3c75a77dca10c472e7abd3482d3cf288f7fb5fe5","Metazoa","Arthropoda","Hexanauplia","Calanoida","Metridinidae","Metridia","No mineralization","No mineralization","species","3","copepod","PLK"
"3636","SA_201805","SA","_201805","Micromonas pusilla",5844,"52ac6f8082f0cfa8b07863f388b5c15ef1ccb145","Viridiplantae","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas",NA,NA,NA,"1","algae, green","PLK"
"3637","SA_201805","SA","_201805","Minutocellus polymorphus",2297,"5ae1341da7ed3b29f88201563c85b12b0112a65a","Stramenopiles","Bacillariophyta","Mediophyceae","Cymatosirales","Cymatosiraceae","Minutocellus",NA,NA,NA,"1","diatom","PLK"
"3638","SA_201805","SA","_201805","Navicula cryptocephala",107,"1c22ea8f147aef723fdd44b69e0ec480603a3073","Stramenopiles","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"3639","SA_201805","SA","_201805","Navicula ramosissima",65,"c9ea56e8f469d0252c2a3944c7f9990ba143a838","Stramenopiles","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"3640","SA_201805","SA","_201805","Navicula sp. BOLD:AAO6951",87,"a76c83ec3911e7aacf44afa67bba432971c91426","Stramenopiles","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"3641","SA_201805","SA","_201805","Nereis vexillosa",163,"035c135c2b278606c468c37d9e45bda43f053d70","Metazoa","Annelida","Polychaeta","Phyllodocida","Nereididae","Nereis","No mineralization","No mineralization","species","3, worm","polychaete","BEN"
"3642","SA_201805","SA","_201805","Nitzschia cf. promare",74,"c3ffab46c47658c5f11f129344c416384dfffb68","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Non-CaCO3 mineral","Non-CaCO3 mineral","genus","1","diatom","PLK"
"3643","SA_201805","SA","_201805","Onchidoris bilamellata",8,"8c61b357b250c745e5e6e469c28a9b96d1dd0ce1","Metazoa","Mollusca","Gastropoda","Nudibranchia","Onchidorididae","Onchidoris","Amorphous, Aragonite","Calcite","species","undetermined","undetermined","BEN"
"3644","SA_201805","SA","_201805","Oncorhynchus keta",508,"5849e601a7132ed5458d0f1a7ed94b5c83c71b74","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Vertebrate","Vertebrate","species","undetermined","undetermined","PLK"
"3645","SA_201805","SA","_201805","Ostrea lurida",212,"81c0354d62ea904600c11f40ec083079d953aec8","Metazoa","Mollusca","Bivalvia","Ostreoida","Ostreidae","Ostrea","Amorphous, Aragonite","Aragonite, Calcite","species","undetermined","undetermined","BEN"
"3646","SA_201805","SA","_201805","Paracalanus sp. C AC-2013",171,"a541fd228ef7d1d712ad202623c1590a3c883377","Metazoa","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","Paracalanus","No mineralization","No mineralization","genus","3","copepod","PLK"
"3647","SA_201805","SA","_201805","Paramoeba pemaquidensis",13,"ccca0c1d6b4226ba295f6789b7b7fedbb85f4e74","Amoebozoa","Discosea",NA,NA,"Paramoebidae","Paramoeba",NA,NA,NA,"3","amoebozoa","BEN"
