phylum,sample,site,date,year,month,n_detections
Annelida,CP_201706,CP,201706,2017,06,6
Apusomonadidae,CP_201706,CP,201706,2017,06,1
Arthropoda,CP_201706,CP,201706,2017,06,5
Ascomycota,CP_201706,CP,201706,2017,06,0
Bacillariophyta,CP_201706,CP,201706,2017,06,23
Bangiophyceae,CP_201706,CP,201706,2017,06,4
Basidiomycota,CP_201706,CP,201706,2017,06,0
Bicosoecida,CP_201706,CP,201706,2017,06,0
Blastocladiomycota,CP_201706,CP,201706,2017,06,1
Brachiopoda,CP_201706,CP,201706,2017,06,0
Bryozoa,CP_201706,CP,201706,2017,06,1
Cercozoa,CP_201706,CP,201706,2017,06,0
Chlorophyta,CP_201706,CP,201706,2017,06,3
Chordata,CP_201706,CP,201706,2017,06,0
Chrysophyceae,CP_201706,CP,201706,2017,06,2
Cnidaria,CP_201706,CP,201706,2017,06,6
Compsopogonophyceae,CP_201706,CP,201706,2017,06,1
Dictyochophyceae,CP_201706,CP,201706,2017,06,1
Dinophyceae,CP_201706,CP,201706,2017,06,2
Discosea,CP_201706,CP,201706,2017,06,1
Echinodermata,CP_201706,CP,201706,2017,06,1
Entoprocta,CP_201706,CP,201706,2017,06,0
Florideophyceae,CP_201706,CP,201706,2017,06,9
Haptophyceae,CP_201706,CP,201706,2017,06,4
Himatismenida,CP_201706,CP,201706,2017,06,0
Katablepharidophyta,CP_201706,CP,201706,2017,06,0
Mollusca,CP_201706,CP,201706,2017,06,1
Mucoromycota,CP_201706,CP,201706,2017,06,0
Nematoda,CP_201706,CP,201706,2017,06,0
Nemertea,CP_201706,CP,201706,2017,06,0
Oomycetes,CP_201706,CP,201706,2017,06,5
Phaeophyceae,CP_201706,CP,201706,2017,06,7
Platyhelminthes,CP_201706,CP,201706,2017,06,0
Porifera,CP_201706,CP,201706,2017,06,2
Pyrenomonadales,CP_201706,CP,201706,2017,06,1
Raphidophyceae,CP_201706,CP,201706,2017,06,1
Rhodophyta,CP_201706,CP,201706,2017,06,0
Rotifera,CP_201706,CP,201706,2017,06,1
Synurophyceae,CP_201706,CP,201706,2017,06,1
Tardigrada,CP_201706,CP,201706,2017,06,0
Tubulinida,CP_201706,CP,201706,2017,06,0
Annelida,CP_201707,CP,201707,2017,07,6
Apusomonadidae,CP_201707,CP,201707,2017,07,1
Arthropoda,CP_201707,CP,201707,2017,07,6
Ascomycota,CP_201707,CP,201707,2017,07,0
Bacillariophyta,CP_201707,CP,201707,2017,07,22
Bangiophyceae,CP_201707,CP,201707,2017,07,4
Basidiomycota,CP_201707,CP,201707,2017,07,0
Bicosoecida,CP_201707,CP,201707,2017,07,0
Blastocladiomycota,CP_201707,CP,201707,2017,07,1
Brachiopoda,CP_201707,CP,201707,2017,07,0
Bryozoa,CP_201707,CP,201707,2017,07,1
Cercozoa,CP_201707,CP,201707,2017,07,0
Chlorophyta,CP_201707,CP,201707,2017,07,3
Chordata,CP_201707,CP,201707,2017,07,3
Chrysophyceae,CP_201707,CP,201707,2017,07,1
Cnidaria,CP_201707,CP,201707,2017,07,3
Compsopogonophyceae,CP_201707,CP,201707,2017,07,1
Dictyochophyceae,CP_201707,CP,201707,2017,07,2
Dinophyceae,CP_201707,CP,201707,2017,07,2
Discosea,CP_201707,CP,201707,2017,07,1
Echinodermata,CP_201707,CP,201707,2017,07,0
Entoprocta,CP_201707,CP,201707,2017,07,0
Florideophyceae,CP_201707,CP,201707,2017,07,5
Haptophyceae,CP_201707,CP,201707,2017,07,3
Himatismenida,CP_201707,CP,201707,2017,07,0
Katablepharidophyta,CP_201707,CP,201707,2017,07,0
Mollusca,CP_201707,CP,201707,2017,07,3
Mucoromycota,CP_201707,CP,201707,2017,07,0
Nematoda,CP_201707,CP,201707,2017,07,0
Nemertea,CP_201707,CP,201707,2017,07,0
Oomycetes,CP_201707,CP,201707,2017,07,2
Phaeophyceae,CP_201707,CP,201707,2017,07,5
Platyhelminthes,CP_201707,CP,201707,2017,07,0
Porifera,CP_201707,CP,201707,2017,07,2
Pyrenomonadales,CP_201707,CP,201707,2017,07,0
Raphidophyceae,CP_201707,CP,201707,2017,07,1
Rhodophyta,CP_201707,CP,201707,2017,07,0
Rotifera,CP_201707,CP,201707,2017,07,0
Synurophyceae,CP_201707,CP,201707,2017,07,1
Tardigrada,CP_201707,CP,201707,2017,07,0
Tubulinida,CP_201707,CP,201707,2017,07,0
Annelida,CP_201708,CP,201708,2017,08,1
Apusomonadidae,CP_201708,CP,201708,2017,08,0
Arthropoda,CP_201708,CP,201708,2017,08,8
Ascomycota,CP_201708,CP,201708,2017,08,0
Bacillariophyta,CP_201708,CP,201708,2017,08,19
Bangiophyceae,CP_201708,CP,201708,2017,08,0
Basidiomycota,CP_201708,CP,201708,2017,08,0
Bicosoecida,CP_201708,CP,201708,2017,08,0
Blastocladiomycota,CP_201708,CP,201708,2017,08,1
Brachiopoda,CP_201708,CP,201708,2017,08,0
Bryozoa,CP_201708,CP,201708,2017,08,1
Cercozoa,CP_201708,CP,201708,2017,08,0
Chlorophyta,CP_201708,CP,201708,2017,08,3
Chordata,CP_201708,CP,201708,2017,08,1
Chrysophyceae,CP_201708,CP,201708,2017,08,1
Cnidaria,CP_201708,CP,201708,2017,08,5
Compsopogonophyceae,CP_201708,CP,201708,2017,08,0
Dictyochophyceae,CP_201708,CP,201708,2017,08,2
Dinophyceae,CP_201708,CP,201708,2017,08,2
Discosea,CP_201708,CP,201708,2017,08,0
Echinodermata,CP_201708,CP,201708,2017,08,0
Entoprocta,CP_201708,CP,201708,2017,08,0
Florideophyceae,CP_201708,CP,201708,2017,08,2
Haptophyceae,CP_201708,CP,201708,2017,08,4
Himatismenida,CP_201708,CP,201708,2017,08,0
Katablepharidophyta,CP_201708,CP,201708,2017,08,0
Mollusca,CP_201708,CP,201708,2017,08,6
Mucoromycota,CP_201708,CP,201708,2017,08,0
Nematoda,CP_201708,CP,201708,2017,08,0
Nemertea,CP_201708,CP,201708,2017,08,0
Oomycetes,CP_201708,CP,201708,2017,08,2
Phaeophyceae,CP_201708,CP,201708,2017,08,1
Platyhelminthes,CP_201708,CP,201708,2017,08,0
Porifera,CP_201708,CP,201708,2017,08,0
Pyrenomonadales,CP_201708,CP,201708,2017,08,0
Raphidophyceae,CP_201708,CP,201708,2017,08,1
Rhodophyta,CP_201708,CP,201708,2017,08,0
Rotifera,CP_201708,CP,201708,2017,08,1
Synurophyceae,CP_201708,CP,201708,2017,08,1
Tardigrada,CP_201708,CP,201708,2017,08,0
Tubulinida,CP_201708,CP,201708,2017,08,0
Annelida,CP_201709,CP,201709,2017,09,2
Apusomonadidae,CP_201709,CP,201709,2017,09,0
Arthropoda,CP_201709,CP,201709,2017,09,2
Ascomycota,CP_201709,CP,201709,2017,09,0
Bacillariophyta,CP_201709,CP,201709,2017,09,12
Bangiophyceae,CP_201709,CP,201709,2017,09,0
Basidiomycota,CP_201709,CP,201709,2017,09,0
Bicosoecida,CP_201709,CP,201709,2017,09,0
Blastocladiomycota,CP_201709,CP,201709,2017,09,1
Brachiopoda,CP_201709,CP,201709,2017,09,0
Bryozoa,CP_201709,CP,201709,2017,09,1
Cercozoa,CP_201709,CP,201709,2017,09,0
Chlorophyta,CP_201709,CP,201709,2017,09,4
Chordata,CP_201709,CP,201709,2017,09,1
Chrysophyceae,CP_201709,CP,201709,2017,09,2
Cnidaria,CP_201709,CP,201709,2017,09,6
Compsopogonophyceae,CP_201709,CP,201709,2017,09,0
Dictyochophyceae,CP_201709,CP,201709,2017,09,2
Dinophyceae,CP_201709,CP,201709,2017,09,2
Discosea,CP_201709,CP,201709,2017,09,0
Echinodermata,CP_201709,CP,201709,2017,09,1
Entoprocta,CP_201709,CP,201709,2017,09,0
Florideophyceae,CP_201709,CP,201709,2017,09,6
Haptophyceae,CP_201709,CP,201709,2017,09,4
Himatismenida,CP_201709,CP,201709,2017,09,0
Katablepharidophyta,CP_201709,CP,201709,2017,09,0
Mollusca,CP_201709,CP,201709,2017,09,1
Mucoromycota,CP_201709,CP,201709,2017,09,0
Nematoda,CP_201709,CP,201709,2017,09,0
Nemertea,CP_201709,CP,201709,2017,09,0
Oomycetes,CP_201709,CP,201709,2017,09,3
Phaeophyceae,CP_201709,CP,201709,2017,09,1
Platyhelminthes,CP_201709,CP,201709,2017,09,0
Porifera,CP_201709,CP,201709,2017,09,2
Pyrenomonadales,CP_201709,CP,201709,2017,09,0
Raphidophyceae,CP_201709,CP,201709,2017,09,1
Rhodophyta,CP_201709,CP,201709,2017,09,0
Rotifera,CP_201709,CP,201709,2017,09,0
Synurophyceae,CP_201709,CP,201709,2017,09,0
Tardigrada,CP_201709,CP,201709,2017,09,0
Tubulinida,CP_201709,CP,201709,2017,09,0
Annelida,CP_201710,CP,201710,2017,10,10
Apusomonadidae,CP_201710,CP,201710,2017,10,1
Arthropoda,CP_201710,CP,201710,2017,10,5
Ascomycota,CP_201710,CP,201710,2017,10,1
Bacillariophyta,CP_201710,CP,201710,2017,10,15
Bangiophyceae,CP_201710,CP,201710,2017,10,2
Basidiomycota,CP_201710,CP,201710,2017,10,0
Bicosoecida,CP_201710,CP,201710,2017,10,0
Blastocladiomycota,CP_201710,CP,201710,2017,10,1
Brachiopoda,CP_201710,CP,201710,2017,10,0
Bryozoa,CP_201710,CP,201710,2017,10,2
Cercozoa,CP_201710,CP,201710,2017,10,0
Chlorophyta,CP_201710,CP,201710,2017,10,4
Chordata,CP_201710,CP,201710,2017,10,5
Chrysophyceae,CP_201710,CP,201710,2017,10,2
Cnidaria,CP_201710,CP,201710,2017,10,6
Compsopogonophyceae,CP_201710,CP,201710,2017,10,1
Dictyochophyceae,CP_201710,CP,201710,2017,10,2
Dinophyceae,CP_201710,CP,201710,2017,10,3
Discosea,CP_201710,CP,201710,2017,10,0
Echinodermata,CP_201710,CP,201710,2017,10,2
Entoprocta,CP_201710,CP,201710,2017,10,0
Florideophyceae,CP_201710,CP,201710,2017,10,9
Haptophyceae,CP_201710,CP,201710,2017,10,4
Himatismenida,CP_201710,CP,201710,2017,10,0
Katablepharidophyta,CP_201710,CP,201710,2017,10,0
Mollusca,CP_201710,CP,201710,2017,10,3
Mucoromycota,CP_201710,CP,201710,2017,10,0
Nematoda,CP_201710,CP,201710,2017,10,0
Nemertea,CP_201710,CP,201710,2017,10,0
Oomycetes,CP_201710,CP,201710,2017,10,4
Phaeophyceae,CP_201710,CP,201710,2017,10,6
Platyhelminthes,CP_201710,CP,201710,2017,10,0
Porifera,CP_201710,CP,201710,2017,10,2
Pyrenomonadales,CP_201710,CP,201710,2017,10,0
Raphidophyceae,CP_201710,CP,201710,2017,10,1
Rhodophyta,CP_201710,CP,201710,2017,10,1
Rotifera,CP_201710,CP,201710,2017,10,0
Synurophyceae,CP_201710,CP,201710,2017,10,1
Tardigrada,CP_201710,CP,201710,2017,10,0
Tubulinida,CP_201710,CP,201710,2017,10,0
Annelida,CP_201711,CP,201711,2017,11,8
Apusomonadidae,CP_201711,CP,201711,2017,11,1
Arthropoda,CP_201711,CP,201711,2017,11,7
Ascomycota,CP_201711,CP,201711,2017,11,1
Bacillariophyta,CP_201711,CP,201711,2017,11,16
Bangiophyceae,CP_201711,CP,201711,2017,11,2
Basidiomycota,CP_201711,CP,201711,2017,11,0
Bicosoecida,CP_201711,CP,201711,2017,11,1
Blastocladiomycota,CP_201711,CP,201711,2017,11,1
Brachiopoda,CP_201711,CP,201711,2017,11,0
Bryozoa,CP_201711,CP,201711,2017,11,1
Cercozoa,CP_201711,CP,201711,2017,11,0
Chlorophyta,CP_201711,CP,201711,2017,11,3
Chordata,CP_201711,CP,201711,2017,11,3
Chrysophyceae,CP_201711,CP,201711,2017,11,0
Cnidaria,CP_201711,CP,201711,2017,11,3
Compsopogonophyceae,CP_201711,CP,201711,2017,11,2
Dictyochophyceae,CP_201711,CP,201711,2017,11,2
Dinophyceae,CP_201711,CP,201711,2017,11,2
Discosea,CP_201711,CP,201711,2017,11,0
Echinodermata,CP_201711,CP,201711,2017,11,2
Entoprocta,CP_201711,CP,201711,2017,11,0
Florideophyceae,CP_201711,CP,201711,2017,11,6
Haptophyceae,CP_201711,CP,201711,2017,11,4
Himatismenida,CP_201711,CP,201711,2017,11,0
Katablepharidophyta,CP_201711,CP,201711,2017,11,0
Mollusca,CP_201711,CP,201711,2017,11,7
Mucoromycota,CP_201711,CP,201711,2017,11,0
Nematoda,CP_201711,CP,201711,2017,11,0
Nemertea,CP_201711,CP,201711,2017,11,2
Oomycetes,CP_201711,CP,201711,2017,11,4
Phaeophyceae,CP_201711,CP,201711,2017,11,6
Platyhelminthes,CP_201711,CP,201711,2017,11,0
Porifera,CP_201711,CP,201711,2017,11,4
Pyrenomonadales,CP_201711,CP,201711,2017,11,0
Raphidophyceae,CP_201711,CP,201711,2017,11,1
Rhodophyta,CP_201711,CP,201711,2017,11,1
Rotifera,CP_201711,CP,201711,2017,11,0
Synurophyceae,CP_201711,CP,201711,2017,11,0
Tardigrada,CP_201711,CP,201711,2017,11,0
Tubulinida,CP_201711,CP,201711,2017,11,0
Annelida,CP_201801,CP,201801,2018,01,3
Apusomonadidae,CP_201801,CP,201801,2018,01,0
Arthropoda,CP_201801,CP,201801,2018,01,5
Ascomycota,CP_201801,CP,201801,2018,01,1
Bacillariophyta,CP_201801,CP,201801,2018,01,13
Bangiophyceae,CP_201801,CP,201801,2018,01,1
Basidiomycota,CP_201801,CP,201801,2018,01,0
Bicosoecida,CP_201801,CP,201801,2018,01,0
Blastocladiomycota,CP_201801,CP,201801,2018,01,0
Brachiopoda,CP_201801,CP,201801,2018,01,0
Bryozoa,CP_201801,CP,201801,2018,01,1
Cercozoa,CP_201801,CP,201801,2018,01,0
Chlorophyta,CP_201801,CP,201801,2018,01,4
Chordata,CP_201801,CP,201801,2018,01,1
Chrysophyceae,CP_201801,CP,201801,2018,01,1
Cnidaria,CP_201801,CP,201801,2018,01,0
Compsopogonophyceae,CP_201801,CP,201801,2018,01,0
Dictyochophyceae,CP_201801,CP,201801,2018,01,1
Dinophyceae,CP_201801,CP,201801,2018,01,1
Discosea,CP_201801,CP,201801,2018,01,0
Echinodermata,CP_201801,CP,201801,2018,01,1
Entoprocta,CP_201801,CP,201801,2018,01,0
Florideophyceae,CP_201801,CP,201801,2018,01,0
Haptophyceae,CP_201801,CP,201801,2018,01,3
Himatismenida,CP_201801,CP,201801,2018,01,1
Katablepharidophyta,CP_201801,CP,201801,2018,01,0
Mollusca,CP_201801,CP,201801,2018,01,2
Mucoromycota,CP_201801,CP,201801,2018,01,0
Nematoda,CP_201801,CP,201801,2018,01,0
Nemertea,CP_201801,CP,201801,2018,01,1
Oomycetes,CP_201801,CP,201801,2018,01,1
Phaeophyceae,CP_201801,CP,201801,2018,01,5
Platyhelminthes,CP_201801,CP,201801,2018,01,0
Porifera,CP_201801,CP,201801,2018,01,0
Pyrenomonadales,CP_201801,CP,201801,2018,01,0
Raphidophyceae,CP_201801,CP,201801,2018,01,1
Rhodophyta,CP_201801,CP,201801,2018,01,1
Rotifera,CP_201801,CP,201801,2018,01,0
Synurophyceae,CP_201801,CP,201801,2018,01,0
Tardigrada,CP_201801,CP,201801,2018,01,0
Tubulinida,CP_201801,CP,201801,2018,01,0
Annelida,CP_201803,CP,201803,2018,03,3
Apusomonadidae,CP_201803,CP,201803,2018,03,1
Arthropoda,CP_201803,CP,201803,2018,03,9
Ascomycota,CP_201803,CP,201803,2018,03,0
Bacillariophyta,CP_201803,CP,201803,2018,03,19
Bangiophyceae,CP_201803,CP,201803,2018,03,2
Basidiomycota,CP_201803,CP,201803,2018,03,0
Bicosoecida,CP_201803,CP,201803,2018,03,0
Blastocladiomycota,CP_201803,CP,201803,2018,03,0
Brachiopoda,CP_201803,CP,201803,2018,03,0
Bryozoa,CP_201803,CP,201803,2018,03,0
Cercozoa,CP_201803,CP,201803,2018,03,0
Chlorophyta,CP_201803,CP,201803,2018,03,4
Chordata,CP_201803,CP,201803,2018,03,3
Chrysophyceae,CP_201803,CP,201803,2018,03,1
Cnidaria,CP_201803,CP,201803,2018,03,0
Compsopogonophyceae,CP_201803,CP,201803,2018,03,1
Dictyochophyceae,CP_201803,CP,201803,2018,03,1
Dinophyceae,CP_201803,CP,201803,2018,03,2
Discosea,CP_201803,CP,201803,2018,03,1
Echinodermata,CP_201803,CP,201803,2018,03,1
Entoprocta,CP_201803,CP,201803,2018,03,0
Florideophyceae,CP_201803,CP,201803,2018,03,7
Haptophyceae,CP_201803,CP,201803,2018,03,2
Himatismenida,CP_201803,CP,201803,2018,03,0
Katablepharidophyta,CP_201803,CP,201803,2018,03,0
Mollusca,CP_201803,CP,201803,2018,03,2
Mucoromycota,CP_201803,CP,201803,2018,03,0
Nematoda,CP_201803,CP,201803,2018,03,0
Nemertea,CP_201803,CP,201803,2018,03,0
Oomycetes,CP_201803,CP,201803,2018,03,2
Phaeophyceae,CP_201803,CP,201803,2018,03,7
Platyhelminthes,CP_201803,CP,201803,2018,03,0
Porifera,CP_201803,CP,201803,2018,03,3
Pyrenomonadales,CP_201803,CP,201803,2018,03,0
Raphidophyceae,CP_201803,CP,201803,2018,03,1
Rhodophyta,CP_201803,CP,201803,2018,03,1
Rotifera,CP_201803,CP,201803,2018,03,0
Synurophyceae,CP_201803,CP,201803,2018,03,1
Tardigrada,CP_201803,CP,201803,2018,03,0
Tubulinida,CP_201803,CP,201803,2018,03,0
Annelida,CP_201805,CP,201805,2018,05,4
Apusomonadidae,CP_201805,CP,201805,2018,05,1
Arthropoda,CP_201805,CP,201805,2018,05,9
Ascomycota,CP_201805,CP,201805,2018,05,0
Bacillariophyta,CP_201805,CP,201805,2018,05,27
Bangiophyceae,CP_201805,CP,201805,2018,05,5
Basidiomycota,CP_201805,CP,201805,2018,05,0
Bicosoecida,CP_201805,CP,201805,2018,05,0
Blastocladiomycota,CP_201805,CP,201805,2018,05,0
Brachiopoda,CP_201805,CP,201805,2018,05,0
Bryozoa,CP_201805,CP,201805,2018,05,0
Cercozoa,CP_201805,CP,201805,2018,05,0
Chlorophyta,CP_201805,CP,201805,2018,05,4
Chordata,CP_201805,CP,201805,2018,05,3
Chrysophyceae,CP_201805,CP,201805,2018,05,1
Cnidaria,CP_201805,CP,201805,2018,05,6
Compsopogonophyceae,CP_201805,CP,201805,2018,05,2
Dictyochophyceae,CP_201805,CP,201805,2018,05,1
Dinophyceae,CP_201805,CP,201805,2018,05,3
Discosea,CP_201805,CP,201805,2018,05,1
Echinodermata,CP_201805,CP,201805,2018,05,1
Entoprocta,CP_201805,CP,201805,2018,05,0
Florideophyceae,CP_201805,CP,201805,2018,05,11
Haptophyceae,CP_201805,CP,201805,2018,05,3
Himatismenida,CP_201805,CP,201805,2018,05,1
Katablepharidophyta,CP_201805,CP,201805,2018,05,0
Mollusca,CP_201805,CP,201805,2018,05,1
Mucoromycota,CP_201805,CP,201805,2018,05,0
Nematoda,CP_201805,CP,201805,2018,05,0
Nemertea,CP_201805,CP,201805,2018,05,1
Oomycetes,CP_201805,CP,201805,2018,05,5
Phaeophyceae,CP_201805,CP,201805,2018,05,6
Platyhelminthes,CP_201805,CP,201805,2018,05,0
Porifera,CP_201805,CP,201805,2018,05,1
Pyrenomonadales,CP_201805,CP,201805,2018,05,0
Raphidophyceae,CP_201805,CP,201805,2018,05,1
Rhodophyta,CP_201805,CP,201805,2018,05,1
Rotifera,CP_201805,CP,201805,2018,05,2
Synurophyceae,CP_201805,CP,201805,2018,05,1
Tardigrada,CP_201805,CP,201805,2018,05,0
Tubulinida,CP_201805,CP,201805,2018,05,0
Annelida,CP_201807,CP,201807,2018,07,12
Apusomonadidae,CP_201807,CP,201807,2018,07,0
Arthropoda,CP_201807,CP,201807,2018,07,7
Ascomycota,CP_201807,CP,201807,2018,07,2
Bacillariophyta,CP_201807,CP,201807,2018,07,18
Bangiophyceae,CP_201807,CP,201807,2018,07,5
Basidiomycota,CP_201807,CP,201807,2018,07,0
Bicosoecida,CP_201807,CP,201807,2018,07,0
Blastocladiomycota,CP_201807,CP,201807,2018,07,1
Brachiopoda,CP_201807,CP,201807,2018,07,0
Bryozoa,CP_201807,CP,201807,2018,07,2
Cercozoa,CP_201807,CP,201807,2018,07,0
Chlorophyta,CP_201807,CP,201807,2018,07,3
Chordata,CP_201807,CP,201807,2018,07,3
Chrysophyceae,CP_201807,CP,201807,2018,07,0
Cnidaria,CP_201807,CP,201807,2018,07,5
Compsopogonophyceae,CP_201807,CP,201807,2018,07,1
Dictyochophyceae,CP_201807,CP,201807,2018,07,1
Dinophyceae,CP_201807,CP,201807,2018,07,3
Discosea,CP_201807,CP,201807,2018,07,0
Echinodermata,CP_201807,CP,201807,2018,07,2
Entoprocta,CP_201807,CP,201807,2018,07,0
Florideophyceae,CP_201807,CP,201807,2018,07,10
Haptophyceae,CP_201807,CP,201807,2018,07,2
Himatismenida,CP_201807,CP,201807,2018,07,0
Katablepharidophyta,CP_201807,CP,201807,2018,07,0
Mollusca,CP_201807,CP,201807,2018,07,3
Mucoromycota,CP_201807,CP,201807,2018,07,0
Nematoda,CP_201807,CP,201807,2018,07,0
Nemertea,CP_201807,CP,201807,2018,07,0
Oomycetes,CP_201807,CP,201807,2018,07,3
Phaeophyceae,CP_201807,CP,201807,2018,07,8
Platyhelminthes,CP_201807,CP,201807,2018,07,0
Porifera,CP_201807,CP,201807,2018,07,2
Pyrenomonadales,CP_201807,CP,201807,2018,07,0
Raphidophyceae,CP_201807,CP,201807,2018,07,2
Rhodophyta,CP_201807,CP,201807,2018,07,1
Rotifera,CP_201807,CP,201807,2018,07,0
Synurophyceae,CP_201807,CP,201807,2018,07,1
Tardigrada,CP_201807,CP,201807,2018,07,0
Tubulinida,CP_201807,CP,201807,2018,07,0
Annelida,FH_201706,FH,201706,2017,06,1
Apusomonadidae,FH_201706,FH,201706,2017,06,0
Arthropoda,FH_201706,FH,201706,2017,06,3
Ascomycota,FH_201706,FH,201706,2017,06,0
Bacillariophyta,FH_201706,FH,201706,2017,06,18
Bangiophyceae,FH_201706,FH,201706,2017,06,0
Basidiomycota,FH_201706,FH,201706,2017,06,0
Bicosoecida,FH_201706,FH,201706,2017,06,0
Blastocladiomycota,FH_201706,FH,201706,2017,06,1
Brachiopoda,FH_201706,FH,201706,2017,06,0
Bryozoa,FH_201706,FH,201706,2017,06,0
Cercozoa,FH_201706,FH,201706,2017,06,0
Chlorophyta,FH_201706,FH,201706,2017,06,4
Chordata,FH_201706,FH,201706,2017,06,0
Chrysophyceae,FH_201706,FH,201706,2017,06,1
Cnidaria,FH_201706,FH,201706,2017,06,1
Compsopogonophyceae,FH_201706,FH,201706,2017,06,0
Dictyochophyceae,FH_201706,FH,201706,2017,06,1
Dinophyceae,FH_201706,FH,201706,2017,06,4
Discosea,FH_201706,FH,201706,2017,06,0
Echinodermata,FH_201706,FH,201706,2017,06,1
Entoprocta,FH_201706,FH,201706,2017,06,0
Florideophyceae,FH_201706,FH,201706,2017,06,1
Haptophyceae,FH_201706,FH,201706,2017,06,4
Himatismenida,FH_201706,FH,201706,2017,06,0
Katablepharidophyta,FH_201706,FH,201706,2017,06,0
Mollusca,FH_201706,FH,201706,2017,06,1
Mucoromycota,FH_201706,FH,201706,2017,06,0
Nematoda,FH_201706,FH,201706,2017,06,0
Nemertea,FH_201706,FH,201706,2017,06,1
Oomycetes,FH_201706,FH,201706,2017,06,5
Phaeophyceae,FH_201706,FH,201706,2017,06,4
Platyhelminthes,FH_201706,FH,201706,2017,06,0
Porifera,FH_201706,FH,201706,2017,06,2
Pyrenomonadales,FH_201706,FH,201706,2017,06,1
Raphidophyceae,FH_201706,FH,201706,2017,06,1
Rhodophyta,FH_201706,FH,201706,2017,06,0
Rotifera,FH_201706,FH,201706,2017,06,1
Synurophyceae,FH_201706,FH,201706,2017,06,1
Tardigrada,FH_201706,FH,201706,2017,06,0
Tubulinida,FH_201706,FH,201706,2017,06,0
Annelida,FH_201707,FH,201707,2017,07,3
Apusomonadidae,FH_201707,FH,201707,2017,07,0
Arthropoda,FH_201707,FH,201707,2017,07,9
Ascomycota,FH_201707,FH,201707,2017,07,0
Bacillariophyta,FH_201707,FH,201707,2017,07,21
Bangiophyceae,FH_201707,FH,201707,2017,07,0
Basidiomycota,FH_201707,FH,201707,2017,07,0
Bicosoecida,FH_201707,FH,201707,2017,07,0
Blastocladiomycota,FH_201707,FH,201707,2017,07,1
Brachiopoda,FH_201707,FH,201707,2017,07,0
Bryozoa,FH_201707,FH,201707,2017,07,1
Cercozoa,FH_201707,FH,201707,2017,07,0
Chlorophyta,FH_201707,FH,201707,2017,07,3
Chordata,FH_201707,FH,201707,2017,07,1
Chrysophyceae,FH_201707,FH,201707,2017,07,2
Cnidaria,FH_201707,FH,201707,2017,07,3
Compsopogonophyceae,FH_201707,FH,201707,2017,07,1
Dictyochophyceae,FH_201707,FH,201707,2017,07,1
Dinophyceae,FH_201707,FH,201707,2017,07,2
Discosea,FH_201707,FH,201707,2017,07,0
Echinodermata,FH_201707,FH,201707,2017,07,1
Entoprocta,FH_201707,FH,201707,2017,07,0
Florideophyceae,FH_201707,FH,201707,2017,07,3
Haptophyceae,FH_201707,FH,201707,2017,07,3
Himatismenida,FH_201707,FH,201707,2017,07,0
Katablepharidophyta,FH_201707,FH,201707,2017,07,0
Mollusca,FH_201707,FH,201707,2017,07,3
Mucoromycota,FH_201707,FH,201707,2017,07,0
Nematoda,FH_201707,FH,201707,2017,07,0
Nemertea,FH_201707,FH,201707,2017,07,0
Oomycetes,FH_201707,FH,201707,2017,07,5
Phaeophyceae,FH_201707,FH,201707,2017,07,0
Platyhelminthes,FH_201707,FH,201707,2017,07,0
Porifera,FH_201707,FH,201707,2017,07,2
Pyrenomonadales,FH_201707,FH,201707,2017,07,0
Raphidophyceae,FH_201707,FH,201707,2017,07,1
Rhodophyta,FH_201707,FH,201707,2017,07,0
Rotifera,FH_201707,FH,201707,2017,07,2
Synurophyceae,FH_201707,FH,201707,2017,07,1
Tardigrada,FH_201707,FH,201707,2017,07,0
Tubulinida,FH_201707,FH,201707,2017,07,0
Annelida,FH_201708,FH,201708,2017,08,11
Apusomonadidae,FH_201708,FH,201708,2017,08,1
Arthropoda,FH_201708,FH,201708,2017,08,7
Ascomycota,FH_201708,FH,201708,2017,08,0
Bacillariophyta,FH_201708,FH,201708,2017,08,25
Bangiophyceae,FH_201708,FH,201708,2017,08,4
Basidiomycota,FH_201708,FH,201708,2017,08,0
Bicosoecida,FH_201708,FH,201708,2017,08,0
Blastocladiomycota,FH_201708,FH,201708,2017,08,1
Brachiopoda,FH_201708,FH,201708,2017,08,0
Bryozoa,FH_201708,FH,201708,2017,08,1
Cercozoa,FH_201708,FH,201708,2017,08,0
Chlorophyta,FH_201708,FH,201708,2017,08,3
Chordata,FH_201708,FH,201708,2017,08,1
Chrysophyceae,FH_201708,FH,201708,2017,08,1
Cnidaria,FH_201708,FH,201708,2017,08,6
Compsopogonophyceae,FH_201708,FH,201708,2017,08,2
Dictyochophyceae,FH_201708,FH,201708,2017,08,1
Dinophyceae,FH_201708,FH,201708,2017,08,4
Discosea,FH_201708,FH,201708,2017,08,1
Echinodermata,FH_201708,FH,201708,2017,08,0
Entoprocta,FH_201708,FH,201708,2017,08,0
Florideophyceae,FH_201708,FH,201708,2017,08,12
Haptophyceae,FH_201708,FH,201708,2017,08,4
Himatismenida,FH_201708,FH,201708,2017,08,0
Katablepharidophyta,FH_201708,FH,201708,2017,08,0
Mollusca,FH_201708,FH,201708,2017,08,4
Mucoromycota,FH_201708,FH,201708,2017,08,0
Nematoda,FH_201708,FH,201708,2017,08,0
Nemertea,FH_201708,FH,201708,2017,08,0
Oomycetes,FH_201708,FH,201708,2017,08,8
